LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Descriptions
NOR,SUICIDE,TOT,SUM,PER,A,eightySix,14.7,
NOR,SUICIDE,TOT,SUM,PER,A,eightySeven,16.3,
NOR,SUICIDE,TOT,SUM,PER,A,eightyEight,17.5,
NOR,SUICIDE,TOT,SUM,PER,A,eightyNine,16.1,
NOR,SUICIDE,TOT,SUM,PER,A,ninety,16,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyOne,16.5,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyTwo,14.7,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyThree,13.9,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyFour,12.6,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyFive,12.9,
NOR,SUICIDE,TOT,SUM,PER,A,ninetySix,12,
NOR,SUICIDE,TOT,SUM,PER,A,ninetySeven,12.6,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyEight,12.7,
NOR,SUICIDE,TOT,SUM,PER,A,ninetyNine,13.5,
NOR,SUICIDE,TOT,SUM,PER,A,zero,12.4,
NOR,SUICIDE,TOT,SUM,PER,A,one,12.6,
NOR,SUICIDE,TOT,SUM,PER,A,two,11.2,
NOR,SUICIDE,TOT,SUM,PER,A,three,11.3,
NOR,SUICIDE,TOT,SUM,PER,A,four,11.9,
NOR,SUICIDE,TOT,SUM,PER,A,five,11.7,
NOR,SUICIDE,TOT,SUM,PER,A,six,11.7,
NOR,SUICIDE,TOT,SUM,PER,A,seven,10.6,
NOR,SUICIDE,TOT,SUM,PER,A,eight,10.7,
NOR,SUICIDE,TOT,SUM,PER,A,nine,12.1,
NOR,SUICIDE,TOT,SUM,PER,A,ten,11.4,
NOR,SUICIDE,TOT,SUM,PER,A,eleven,12.2,
NOR,SUICIDE,TOT,SUM,PER,A,twelve,10.4,
NOR,SUICIDE,TOT,SUM,PER,A,thirteen,11,
NOR,SUICIDE,TOT,SUM,PER,A,fourteen,10.8,
NOR,SUICIDE,TOT,SUM,PER,A,fifteen,11.4,
NOR,SUICIDE,TOT,SUM,PER,A,sixteen,11.8,https://www.bbc.com/news/world-europe-17746861. The fluctuating rate of suicide rates may be due to these events: 1970s - Exploitation of oil and gas deposits begins. 1994 - Norwegians reject membership of the European Union in a referendum for a second time, by a margin of about 5%. 2001 - Tens of thousands protest in Oslo against the murder of a black teenager for which three neo-Nazi youths are subsequently jailed. 2012 - A Norwegian court finds mass killer Anders Behring Breivik sane and sentences him to 21 years in jail,
POL,SUICIDE,TOT,SUM,PER,A,sixty,10.1,
POL,SUICIDE,TOT,SUM,PER,A,sixtyOne,10.7,
POL,SUICIDE,TOT,SUM,PER,A,sixtyTwo,11.5,
POL,SUICIDE,TOT,SUM,PER,A,sixtyThree,10.5,
POL,SUICIDE,TOT,SUM,PER,A,sixtyFour,10.8,
POL,SUICIDE,TOT,SUM,PER,A,sixtyFive,11.3,
POL,SUICIDE,TOT,SUM,PER,A,sixtySix,12.1,
POL,SUICIDE,TOT,SUM,PER,A,sixtySeven,12.2,
POL,SUICIDE,TOT,SUM,PER,A,sixtyEight,12.7,
POL,SUICIDE,TOT,SUM,PER,A,sixtyNine,13.1,
POL,SUICIDE,TOT,SUM,PER,A,seventy,13.4,
POL,SUICIDE,TOT,SUM,PER,A,seventyOne,13.5,
POL,SUICIDE,TOT,SUM,PER,A,seventyTwo,13.5,
POL,SUICIDE,TOT,SUM,PER,A,seventyThree,13.3,
POL,SUICIDE,TOT,SUM,PER,A,seventyFour,12.7,
POL,SUICIDE,TOT,SUM,PER,A,seventyFive,12.6,
POL,SUICIDE,TOT,SUM,PER,A,seventySix,13.4,
POL,SUICIDE,TOT,SUM,PER,A,seventySeven,13.7,
POL,SUICIDE,TOT,SUM,PER,A,seventyEight,14.5,
POL,SUICIDE,TOT,SUM,PER,A,seventyNine,13.9,
POL,SUICIDE,TOT,SUM,PER,A,eightyThree,13.5,
POL,SUICIDE,TOT,SUM,PER,A,eightyFour,15.4,
POL,SUICIDE,TOT,SUM,PER,A,eightyFive,14.8,
POL,SUICIDE,TOT,SUM,PER,A,eightySix,14.6,
POL,SUICIDE,TOT,SUM,PER,A,eightySeven,14.9,
POL,SUICIDE,TOT,SUM,PER,A,eightyEight,13.7,
POL,SUICIDE,TOT,SUM,PER,A,eightyNine,12.7,
POL,SUICIDE,TOT,SUM,PER,A,ninety,14.5,
POL,SUICIDE,TOT,SUM,PER,A,ninetyOne,15.5,
POL,SUICIDE,TOT,SUM,PER,A,ninetyTwo,16.5,
POL,SUICIDE,TOT,SUM,PER,A,ninetyThree,16.1,
POL,SUICIDE,TOT,SUM,PER,A,ninetyFour,15.7,
POL,SUICIDE,TOT,SUM,PER,A,ninetyFive,15.5,
POL,SUICIDE,TOT,SUM,PER,A,ninetySix,15.2,
POL,SUICIDE,TOT,SUM,PER,A,ninetyNine,15.5,
POL,SUICIDE,TOT,SUM,PER,A,zero,15.8,
POL,SUICIDE,TOT,SUM,PER,A,one,15.7,
POL,SUICIDE,TOT,SUM,PER,A,two,15.8,
POL,SUICIDE,TOT,SUM,PER,A,three,15.4,
POL,SUICIDE,TOT,SUM,PER,A,four,15.9,
POL,SUICIDE,TOT,SUM,PER,A,five,15.8,
POL,SUICIDE,TOT,SUM,PER,A,six,15.1,
POL,SUICIDE,TOT,SUM,PER,A,seven,13.7,
POL,SUICIDE,TOT,SUM,PER,A,eight,14.7,
POL,SUICIDE,TOT,SUM,PER,A,nine,16.7,
POL,SUICIDE,TOT,SUM,PER,A,ten,16.3,
POL,SUICIDE,TOT,SUM,PER,A,eleven,15.6,
POL,SUICIDE,TOT,SUM,PER,A,twelve,16.2,
POL,SUICIDE,TOT,SUM,PER,A,thirteen,15.8,
POL,SUICIDE,TOT,SUM,PER,A,fourteen,15.1,
POL,SUICIDE,TOT,SUM,PER,A,fifteen,13.7,
POL,SUICIDE,TOT,SUM,PER,A,sixteen,11.9,
POL,SUICIDE,TOT,SUM,PER,A,seventeen,11.3,
POL,SUICIDE,TOT,SUM,PER,A,eighteen,11.3,
POL,SUICIDE,TOT,SUM,PER,A,nineteen,11.6,https://www.ducksters.com/geography/country/poland_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1956 - Protests and riots against Soviet rule occur in Poznan. Some reforms are granted. 1970 - People in Gdansk protest the price of bread. 55 protesters are killed in what is known as "Bloody Tuesday." 1978 - Karol Wojtyla is elected pope of the Catholic church. He becomes Pope John Paul II. 1982 - Lech Walesa wins the Nobel Peace Prize. 1992 - The Soviet Union begins removing troops from Poland. 2004 - Poland becomes a member of the European Union,
PRT,SUICIDE,TOT,SUM,PER,A,sixty,12.2,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyOne,12.3,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyTwo,11.6,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyThree,13,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyFour,13.2,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyFive,13.2,
PRT,SUICIDE,TOT,SUM,PER,A,sixtySix,13.2,
PRT,SUICIDE,TOT,SUM,PER,A,sixtySeven,13.5,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyEight,12.9,
PRT,SUICIDE,TOT,SUM,PER,A,sixtyNine,12.4,
PRT,SUICIDE,TOT,SUM,PER,A,seventy,11.1,
PRT,SUICIDE,TOT,SUM,PER,A,seventyOne,11.5,
PRT,SUICIDE,TOT,SUM,PER,A,seventyTwo,11,
PRT,SUICIDE,TOT,SUM,PER,A,seventyThree,11.3,
PRT,SUICIDE,TOT,SUM,PER,A,seventyFour,11.2,
PRT,SUICIDE,TOT,SUM,PER,A,seventyFive,10.9,
PRT,SUICIDE,TOT,SUM,PER,A,seventySix,11.5,
PRT,SUICIDE,TOT,SUM,PER,A,seventySeven,11.6,
PRT,SUICIDE,TOT,SUM,PER,A,seventyEight,12.1,
PRT,SUICIDE,TOT,SUM,PER,A,seventyNine,12.5,
PRT,SUICIDE,TOT,SUM,PER,A,eighty,9.4,
PRT,SUICIDE,TOT,SUM,PER,A,eightyOne,9.6,
PRT,SUICIDE,TOT,SUM,PER,A,eightyTwo,10,
PRT,SUICIDE,TOT,SUM,PER,A,eightyThree,11.3,
PRT,SUICIDE,TOT,SUM,PER,A,eightyFour,12,
PRT,SUICIDE,TOT,SUM,PER,A,eightyFive,11.6,
PRT,SUICIDE,TOT,SUM,PER,A,eightySix,11.1,
PRT,SUICIDE,TOT,SUM,PER,A,eightySeven,11.1,
PRT,SUICIDE,TOT,SUM,PER,A,eightyEight,9.4,
PRT,SUICIDE,TOT,SUM,PER,A,eightyNine,8.5,
PRT,SUICIDE,TOT,SUM,PER,A,ninety,9.7,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyOne,10.5,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyTwo,9.6,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyThree,8.5,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyFour,8.2,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyFive,8.6,
PRT,SUICIDE,TOT,SUM,PER,A,ninetySix,7,
PRT,SUICIDE,TOT,SUM,PER,A,ninetySeven,6.5,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyEight,5.7,
PRT,SUICIDE,TOT,SUM,PER,A,ninetyNine,5.5,
PRT,SUICIDE,TOT,SUM,PER,A,zero,5.2,
PRT,SUICIDE,TOT,SUM,PER,A,one,7.4,
PRT,SUICIDE,TOT,SUM,PER,A,two,11.7,
PRT,SUICIDE,TOT,SUM,PER,A,three,11.1,
PRT,SUICIDE,TOT,SUM,PER,A,seven,9.3,
PRT,SUICIDE,TOT,SUM,PER,A,eight,9.4,
PRT,SUICIDE,TOT,SUM,PER,A,nine,9.2,
PRT,SUICIDE,TOT,SUM,PER,A,ten,9.7,
PRT,SUICIDE,TOT,SUM,PER,A,eleven,8.9,
PRT,SUICIDE,TOT,SUM,PER,A,twelve,9.3,
PRT,SUICIDE,TOT,SUM,PER,A,thirteen,9.1,
PRT,SUICIDE,TOT,SUM,PER,A,fourteen,10.6,
PRT,SUICIDE,TOT,SUM,PER,A,fifteen,9.7,
PRT,SUICIDE,TOT,SUM,PER,A,sixteen,8.4,
PRT,SUICIDE,TOT,SUM,PER,A,seventeen,9.1,
PRT,SUICIDE,TOT,SUM,PER,A,eighteen,8.5,https://www.bbc.com/news/world-europe-17761153. The fluctuating rate of suicide rates may be due to these events: 1961 - India annexes Portuguese Goa. Rebellion breaks out. 1974 - Caetano government overthrown by a group of army officers. General Antonio Ribeiro de Spinola becomes president. 1982 - Military Council of the Revolution abolished. 2003 - Government declares a national calamity as forest fires sweep across vast areas of woodland. Officials say an area the size of Luxembourg has been lost to the fires. At least 18 people are killed; damage is estimated at one billion euros. 2010 - Tens of thousands of civil servants hold one-day strike in protest against plans to freeze public sector workers' pay,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyTwo,17.2,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyThree,15.8,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyFour,14.7,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyFive,15.5,
SVK,SUICIDE,TOT,SUM,PER,A,ninetySix,13.9,
SVK,SUICIDE,TOT,SUM,PER,A,ninetySeven,13.2,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyEight,13.4,
SVK,SUICIDE,TOT,SUM,PER,A,ninetyNine,14,
SVK,SUICIDE,TOT,SUM,PER,A,zero,14.6,
SVK,SUICIDE,TOT,SUM,PER,A,one,13.9,
SVK,SUICIDE,TOT,SUM,PER,A,two,14.3,
SVK,SUICIDE,TOT,SUM,PER,A,three,14.6,
SVK,SUICIDE,TOT,SUM,PER,A,four,12.8,
SVK,SUICIDE,TOT,SUM,PER,A,five,12.9,
SVK,SUICIDE,TOT,SUM,PER,A,eight,11,
SVK,SUICIDE,TOT,SUM,PER,A,nine,11.1,
SVK,SUICIDE,TOT,SUM,PER,A,ten,11.6,
SVK,SUICIDE,TOT,SUM,PER,A,twelve,10.4,
SVK,SUICIDE,TOT,SUM,PER,A,thirteen,11.2,
SVK,SUICIDE,TOT,SUM,PER,A,fourteen,10,
SVK,SUICIDE,TOT,SUM,PER,A,sixteen,6.9,
SVK,SUICIDE,TOT,SUM,PER,A,seventeen,6.7,
SVK,SUICIDE,TOT,SUM,PER,A,eighteen,7.4,
SVK,SUICIDE,TOT,SUM,PER,A,nineteen,6.6,https://www.bbc.com/news/world-europe-17848213. The fluctuating rate of suicide rates may be due to these events: 1948-89 - Communist rule. 1993 - Independence after Czechoslovakia splits. 2004 - Police and troops brought in to end rioting by Romany population protesting against cuts in benefits in parts of eastern Slovakia. 2018 - Investigative journalist Jan Kuciak and his partner Martina Kusnirova are shot dead. He had reported on an alleged tax fraud linked to the interior minister,
ESP,SUICIDE,TOT,SUM,PER,A,sixty,7.5,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyOne,7.1,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyTwo,6.6,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyThree,6.7,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyFour,6.8,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyFive,6.4,
ESP,SUICIDE,TOT,SUM,PER,A,sixtySix,6.3,
ESP,SUICIDE,TOT,SUM,PER,A,sixtySeven,6.1,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyEight,5.9,
ESP,SUICIDE,TOT,SUM,PER,A,sixtyNine,6,
ESP,SUICIDE,TOT,SUM,PER,A,seventyOne,5.8,
ESP,SUICIDE,TOT,SUM,PER,A,seventyTwo,6,
ESP,SUICIDE,TOT,SUM,PER,A,seventyThree,5.7,
ESP,SUICIDE,TOT,SUM,PER,A,seventyFour,5.4,
ESP,SUICIDE,TOT,SUM,PER,A,seventyFive,5.1,
ESP,SUICIDE,TOT,SUM,PER,A,seventySix,5.3,
ESP,SUICIDE,TOT,SUM,PER,A,seventySeven,5.3,
ESP,SUICIDE,TOT,SUM,PER,A,seventyEight,5.1,
ESP,SUICIDE,TOT,SUM,PER,A,seventyNine,5.2,
ESP,SUICIDE,TOT,SUM,PER,A,eighty,5.4,
ESP,SUICIDE,TOT,SUM,PER,A,eightyOne,5.5,
ESP,SUICIDE,TOT,SUM,PER,A,eightyTwo,5.9,
ESP,SUICIDE,TOT,SUM,PER,A,eightyThree,6.9,
ESP,SUICIDE,TOT,SUM,PER,A,eightyFour,7.7,
ESP,SUICIDE,TOT,SUM,PER,A,eightyFive,7.7,
ESP,SUICIDE,TOT,SUM,PER,A,eightySix,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,eightySeven,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,eightyEight,8.6,
ESP,SUICIDE,TOT,SUM,PER,A,eightyNine,8.6,
ESP,SUICIDE,TOT,SUM,PER,A,ninety,8.4,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyOne,8.1,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyTwo,7.7,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyThree,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyFour,8.5,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyFive,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,ninetySix,8.7,
ESP,SUICIDE,TOT,SUM,PER,A,ninetySeven,8.8,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyEight,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,ninetyNine,8.1,
ESP,SUICIDE,TOT,SUM,PER,A,zero,8.3,
ESP,SUICIDE,TOT,SUM,PER,A,one,7.7,
ESP,SUICIDE,TOT,SUM,PER,A,two,8,
ESP,SUICIDE,TOT,SUM,PER,A,three,8.1,
ESP,SUICIDE,TOT,SUM,PER,A,four,8,
ESP,SUICIDE,TOT,SUM,PER,A,five,7.6,
ESP,SUICIDE,TOT,SUM,PER,A,six,7.1,
ESP,SUICIDE,TOT,SUM,PER,A,seven,7,
ESP,SUICIDE,TOT,SUM,PER,A,eight,7.3,
ESP,SUICIDE,TOT,SUM,PER,A,nine,7.2,
ESP,SUICIDE,TOT,SUM,PER,A,ten,6.5,
ESP,SUICIDE,TOT,SUM,PER,A,eleven,6.5,
ESP,SUICIDE,TOT,SUM,PER,A,twelve,7.1,
ESP,SUICIDE,TOT,SUM,PER,A,thirteen,7.8,
ESP,SUICIDE,TOT,SUM,PER,A,fourteen,7.8,
ESP,SUICIDE,TOT,SUM,PER,A,fifteen,7.2,
ESP,SUICIDE,TOT,SUM,PER,A,sixteen,7.1,
ESP,SUICIDE,TOT,SUM,PER,A,seventeen,7.2,
ESP,SUICIDE,TOT,SUM,PER,A,eighteen,6.9,
ESP,SUICIDE,TOT,SUM,PER,A,nineteen,7.1,
ESP,SUICIDE,TOT,SUM,PER,A,twenty,7.5,https://www.ducksters.com/geography/country/spain_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1959 - The "Spanish miracle" begins. 1975 - Dictator Francisco Franco dies. Juan Carlos I becomes king. 2004 - Terrorists bomb trains in Madrid killing 199 people and injuring thousands. 2009 - Spain enters economic crisis. Unemployment will rise to over 27% by 2013,
SWE,SUICIDE,TOT,SUM,PER,A,sixty,19,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyOne,18.4,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyTwo,19.8,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyThree,19.7,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyFour,21.3,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyFive,20.2,
SWE,SUICIDE,TOT,SUM,PER,A,sixtySix,21.4,
SWE,SUICIDE,TOT,SUM,PER,A,sixtySeven,23,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyEight,22.9,
SWE,SUICIDE,TOT,SUM,PER,A,sixtyNine,23.4,
SWE,SUICIDE,TOT,SUM,PER,A,seventy,23.7,
SWE,SUICIDE,TOT,SUM,PER,A,seventyOne,21.7,
SWE,SUICIDE,TOT,SUM,PER,A,seventyTwo,21.6,
SWE,SUICIDE,TOT,SUM,PER,A,seventyThree,22,
SWE,SUICIDE,TOT,SUM,PER,A,seventyFour,21.2,
SWE,SUICIDE,TOT,SUM,PER,A,seventyFive,20.6,
SWE,SUICIDE,TOT,SUM,PER,A,seventySix,19.9,
SWE,SUICIDE,TOT,SUM,PER,A,seventySeven,20.8,
SWE,SUICIDE,TOT,SUM,PER,A,seventyEight,20.1,
SWE,SUICIDE,TOT,SUM,PER,A,seventyNine,21.6,
SWE,SUICIDE,TOT,SUM,PER,A,eighty,20.5,
SWE,SUICIDE,TOT,SUM,PER,A,eightyOne,18.4,
SWE,SUICIDE,TOT,SUM,PER,A,eightyTwo,20.3,
SWE,SUICIDE,TOT,SUM,PER,A,eightyThree,19.7,
SWE,SUICIDE,TOT,SUM,PER,A,eightyFour,20.1,
SWE,SUICIDE,TOT,SUM,PER,A,eightyFive,18.6,
SWE,SUICIDE,TOT,SUM,PER,A,eightySix,18.9,
SWE,SUICIDE,TOT,SUM,PER,A,eightySeven,18.7,
SWE,SUICIDE,TOT,SUM,PER,A,eightyEight,19.2,
SWE,SUICIDE,TOT,SUM,PER,A,eightyNine,18.9,
SWE,SUICIDE,TOT,SUM,PER,A,ninety,17.4,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyOne,17.5,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyTwo,15.9,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyThree,16,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyFour,15.2,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyFive,15.5,
SWE,SUICIDE,TOT,SUM,PER,A,ninetySix,14.3,
SWE,SUICIDE,TOT,SUM,PER,A,ninetySeven,13.7,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyEight,14,
SWE,SUICIDE,TOT,SUM,PER,A,ninetyNine,13.9,
SWE,SUICIDE,TOT,SUM,PER,A,zero,12.7,
SWE,SUICIDE,TOT,SUM,PER,A,one,13.4,
SWE,SUICIDE,TOT,SUM,PER,A,two,13.2,
SWE,SUICIDE,TOT,SUM,PER,A,three,12.3,
SWE,SUICIDE,TOT,SUM,PER,A,four,12.8,
SWE,SUICIDE,TOT,SUM,PER,A,five,13.4,
SWE,SUICIDE,TOT,SUM,PER,A,six,13,
SWE,SUICIDE,TOT,SUM,PER,A,seven,12.2,
SWE,SUICIDE,TOT,SUM,PER,A,eight,12.5,
SWE,SUICIDE,TOT,SUM,PER,A,nine,13.2,
SWE,SUICIDE,TOT,SUM,PER,A,ten,12,
SWE,SUICIDE,TOT,SUM,PER,A,eleven,11.6,
SWE,SUICIDE,TOT,SUM,PER,A,twelve,11.9,
SWE,SUICIDE,TOT,SUM,PER,A,thirteen,12.6,
SWE,SUICIDE,TOT,SUM,PER,A,fourteen,11.7,
SWE,SUICIDE,TOT,SUM,PER,A,fifteen,12,
SWE,SUICIDE,TOT,SUM,PER,A,sixteen,11.3,
SWE,SUICIDE,TOT,SUM,PER,A,seventeen,11.7,
SWE,SUICIDE,TOT,SUM,PER,A,eighteen,12.4,https://www.ducksters.com/geography/country/sweden_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1975 - The last remaining governmental powers of the Swedish king and queen are removed by a new constitution. 1986 - The Prime Minister of Sweden is assassinated. The crime is surrounded with mystery and remains unsolved. 1995 - Sweden joins the European Union. 2000 - The Oresund Bridge opens between Malmo and Denmark,
CHE,SUICIDE,TOT,SUM,PER,A,sixty,21.9,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyOne,21.3,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyTwo,21.8,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyThree,19.7,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyFour,19.6,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyFive,21.7,
CHE,SUICIDE,TOT,SUM,PER,A,sixtySix,21.5,
CHE,SUICIDE,TOT,SUM,PER,A,sixtySeven,20.3,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyEight,20.1,
CHE,SUICIDE,TOT,SUM,PER,A,sixtyNine,19.8,
CHE,SUICIDE,TOT,SUM,PER,A,seventy,21.6,
CHE,SUICIDE,TOT,SUM,PER,A,seventyOne,21.3,
CHE,SUICIDE,TOT,SUM,PER,A,seventyTwo,22.2,
CHE,SUICIDE,TOT,SUM,PER,A,seventyThree,21.6,
CHE,SUICIDE,TOT,SUM,PER,A,seventyFour,23.2,
CHE,SUICIDE,TOT,SUM,PER,A,seventyFive,25,
CHE,SUICIDE,TOT,SUM,PER,A,seventySix,24.2,
CHE,SUICIDE,TOT,SUM,PER,A,seventySeven,26,
CHE,SUICIDE,TOT,SUM,PER,A,seventyEight,25.9,
CHE,SUICIDE,TOT,SUM,PER,A,seventyNine,26.3,
CHE,SUICIDE,TOT,SUM,PER,A,eighty,27.1,
CHE,SUICIDE,TOT,SUM,PER,A,eightyOne,25.2,
CHE,SUICIDE,TOT,SUM,PER,A,eightyTwo,25.6,
CHE,SUICIDE,TOT,SUM,PER,A,eightyThree,26.4,
CHE,SUICIDE,TOT,SUM,PER,A,eightyFour,25.6,
CHE,SUICIDE,TOT,SUM,PER,A,eightyFive,25.9,
CHE,SUICIDE,TOT,SUM,PER,A,eightySix,23.4,
CHE,SUICIDE,TOT,SUM,PER,A,eightySeven,24.7,
CHE,SUICIDE,TOT,SUM,PER,A,eightyEight,22.8,
CHE,SUICIDE,TOT,SUM,PER,A,eightyNine,23.1,
CHE,SUICIDE,TOT,SUM,PER,A,ninety,22.4,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyOne,23.2,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyTwo,21.2,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyThree,20.8,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyFour,21.9,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyFive,20.7,
CHE,SUICIDE,TOT,SUM,PER,A,ninetySix,20.7,
CHE,SUICIDE,TOT,SUM,PER,A,ninetySeven,19.2,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyEight,19.6,
CHE,SUICIDE,TOT,SUM,PER,A,ninetyNine,18.3,
CHE,SUICIDE,TOT,SUM,PER,A,zero,19.2,
CHE,SUICIDE,TOT,SUM,PER,A,one,18.6,
CHE,SUICIDE,TOT,SUM,PER,A,two,19.7,
CHE,SUICIDE,TOT,SUM,PER,A,three,17.2,
CHE,SUICIDE,TOT,SUM,PER,A,four,17.2,
CHE,SUICIDE,TOT,SUM,PER,A,five,17.2,
CHE,SUICIDE,TOT,SUM,PER,A,six,17.1,
CHE,SUICIDE,TOT,SUM,PER,A,seven,17.5,
CHE,SUICIDE,TOT,SUM,PER,A,eight,16.7,
CHE,SUICIDE,TOT,SUM,PER,A,nine,13.8,
CHE,SUICIDE,TOT,SUM,PER,A,ten,12.3,
CHE,SUICIDE,TOT,SUM,PER,A,eleven,12.5,
CHE,SUICIDE,TOT,SUM,PER,A,twelve,12.4,
CHE,SUICIDE,TOT,SUM,PER,A,thirteen,12.6,
CHE,SUICIDE,TOT,SUM,PER,A,fourteen,11.9,
CHE,SUICIDE,TOT,SUM,PER,A,fifteen,12.3,
CHE,SUICIDE,TOT,SUM,PER,A,sixteen,11.5,
CHE,SUICIDE,TOT,SUM,PER,A,seventeen,11.6,
CHE,SUICIDE,TOT,SUM,PER,A,eighteen,11.1,
CHE,SUICIDE,TOT,SUM,PER,A,nineteen,11.1,http://history-switzerland.geschichte-schweiz.ch/timeline-switzerlands-history.html. The fluctuating rate of suicide rates may be due to these events: 1963 - Becomes a member of Council of Europe. 1971 - Women's Suffrage accepted in a national referendum. 1992 - In a referendum the Swiss electorate decides not to join group of associates to the European Union. 2002 - Switzerland joins the UN,
GBR,SUICIDE,TOT,SUM,PER,A,sixty,11.8,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyOne,11.9,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyTwo,12.8,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyThree,12.9,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyFour,12.5,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyFive,11.5,
GBR,SUICIDE,TOT,SUM,PER,A,sixtySix,11.2,
GBR,SUICIDE,TOT,SUM,PER,A,sixtySeven,10.5,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyEight,10.3,
GBR,SUICIDE,TOT,SUM,PER,A,sixtyNine,9.6,
GBR,SUICIDE,TOT,SUM,PER,A,seventy,8.8,
GBR,SUICIDE,TOT,SUM,PER,A,seventyOne,8.7,
GBR,SUICIDE,TOT,SUM,PER,A,seventyTwo,8.4,
GBR,SUICIDE,TOT,SUM,PER,A,seventyThree,8.6,
GBR,SUICIDE,TOT,SUM,PER,A,seventyFour,8.7,
GBR,SUICIDE,TOT,SUM,PER,A,seventyFive,8.2,
GBR,SUICIDE,TOT,SUM,PER,A,seventySix,8.5,
GBR,SUICIDE,TOT,SUM,PER,A,seventySeven,8.7,
GBR,SUICIDE,TOT,SUM,PER,A,seventyEight,8.8,
GBR,SUICIDE,TOT,SUM,PER,A,seventyNine,9.3,
GBR,SUICIDE,TOT,SUM,PER,A,eighty,9.5,
GBR,SUICIDE,TOT,SUM,PER,A,eightyOne,9.6,
GBR,SUICIDE,TOT,SUM,PER,A,eightyTwo,9.5,
GBR,SUICIDE,TOT,SUM,PER,A,eightyThree,9.4,
GBR,SUICIDE,TOT,SUM,PER,A,eightyFour,9.4,
